['Z', 'Z', 'Z', 'Z', 'P', 'P', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'G', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'Z', 'Z', 'Z', 'Z', 'Z', 'Z', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'Q', 'Q', 'Q', 'Q', 'Y', 'Y', 'X', 'Y', 'U', 'U', 'U', 'F', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'C', 'C', 'N', 'N', 'N', 'N', 'O', 'O', 'O', 'O', 'R', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'D', 'Z', 'Z', 'Z', 'Z', 'Z', 'Z', 'Z', 'V', 'V', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'L', 'L', 'L', 'L', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q']
['X', 'C', 'C', 'C', 'C', 'C', 'C', 'X', 'X', 'X', 'X', 'X', 'H', 'H', 'H', 'H', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'K', 'K', 'K', 'K', 'W', 'W', 'W', 'W', 'C', 'C', 'L', 'W', 'W', 'D', 'X', 'X', 'T', 'X', 'X', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'F', 'Z', 'Z', 'Z', 'Z', 'Z', 'Z', 'U', 'U', 'D', 'D', 'D', 'D', 'D', 'D', 'X', 'Z', 'Z', 'Z', 'Z', 'Z', 'Z', 'Z', 'J', 'Z', 'Z', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'Q', 'N', 'B', 'B', 'B', 'B', 'B', 'S', 'N', 'H', 'Y', 'O', 'O', 'O', 'O', 'Y', 'Y', 'Y', 'O', 'O', 'O']
['X', 'X', 'X', 'X', 'X', 'C', 'C', 'X', 'X', 'X', 'X', 'X', 'H', 'H', 'H', 'H', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'K', 'K', 'R', 'R', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'X', 'X', 'X', 'X', 'X', 'X', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'F', 'Z', 'Z', 'Z', 'Z', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'D', 'D', 'D', 'D', 'D', 'D', 'Z', 'Z', 'Z', 'Z', 'Z', 'J', 'Z', 'Z', 'Z', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'B', 'B', 'B', 'B', 'B', 'B', 'N', 'Y', 'Y', 'O', 'O', 'O', 'Y', 'Y', 'Y', 'Y', 'O', 'O', 'O']
['X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'U', 'T', 'T', 'T', 'U', 'U', 'U', 'U', 'R', 'R', 'R', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'X', 'X', 'P', 'P', 'X', 'X', 'X', 'X', 'X', 'Y', 'Y', 'U', 'Y', 'Y', 'Y', 'U', 'U', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'F', 'A', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'Z', 'Z', 'Z', 'Z', 'I', 'I', 'U', 'U', 'U', 'U', 'D', 'D', 'D', 'D', 'D', 'Z', 'Z', 'Z', 'Z', 'Z', 'Z', 'Z', 'J', 'Z', 'Z', 'Z', 'N', 'N', 'N', 'B', 'B', 'N', 'N', 'N', 'B', 'B', 'B', 'B', 'B', 'N', 'N', 'N', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'O', 'Y', 'O']
['X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'R', 'R', 'R', 'R', 'W', 'W', 'W', 'W', 'W', 'W', 'P', 'P', 'P', 'X', 'X', 'X', 'X', 'E', 'Y', 'Y', 'Y', 'U', 'U', 'Y', 'Y', 'U', 'U', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'X', 'F', 'F', 'F', 'F', 'F', 'F', 'Z', 'Z', 'Z', 'Z', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'D', 'D', 'D', 'D', 'D', 'Z', 'Z', 'Z', 'Z', 'Z', 'Z', 'Z', 'Z', 'Z', 'Z', 'Z', 'Z', 'S', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'N', 'N', 'N', 'B', 'B', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y']
['X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'B', 'B', 'B', 'B', 'B', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'T', 'T', 'T', 'T', 'T', 'T', 'I', 'T', 'T', 'T', 'I', 'I', 'U', 'U', 'U', 'U', 'U', 'U', 'B', 'U', 'U', 'U', 'U', 'W', 'W', 'W', 'W', 'W', 'P', 'P', 'P', 'P', 'P', 'X', 'X', 'X', 'U', 'U', 'U', 'U', 'U', 'U', 'Y', 'Y', 'U', 'U', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'E', 'A', 'A', 'A', 'X', 'F', 'F', 'F', 'F', 'Z', 'Z', 'A', 'Z', 'Z', 'Z', 'U', 'U', 'U', 'U', 'U', 'N', 'U', 'U', 'D', 'D', 'D', 'D', 'D', 'Z', 'Z', 'Z', 'Z', 'Z', 'S', 'S', 'S', 'S', 'S', 'Z', 'S', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'N', 'N', 'N', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'G', 'G', 'G', 'G']
['X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'B', 'B', 'O', 'O', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'T', 'T', 'T', 'T', 'T', 'T', 'I', 'I', 'T', 'T', 'I', 'I', 'I', 'I', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'W', 'W', 'W', 'W', 'W', 'P', 'P', 'P', 'P', 'P', 'X', 'X', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'E', 'X', 'X', 'X', 'X', 'X', 'F', 'F', 'F', 'F', 'Z', 'Z', 'Z', 'Z', 'Z', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'D', 'D', 'P', 'P', 'D', 'D', 'D', 'Z', 'Z', 'Z', 'Z', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'N', 'B', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'D', 'D', 'D', 'D']
['X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'B', 'B', 'B', 'B', 'O', 'O', 'X', 'J', 'X', 'X', 'X', 'X', 'X', 'I', 'I', 'I', 'T', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'W', 'W', 'W', 'W', 'W', 'P', 'P', 'P', 'K', 'K', 'A', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'E', 'E', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'F', 'F', 'Z', 'Z', 'Z', 'Z', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'D', 'P', 'P', 'P', 'D', 'D', 'Z', 'Z', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Z', 'Z', 'D', 'D', 'D']
['X', 'X', 'X', 'X', 'T', 'X', 'X', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'O', 'X', 'X', 'X', 'X', 'X', 'B', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'W', 'W', 'K', 'K', 'K', 'K', 'K', 'K', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'A', 'A', 'A', 'O', 'A', 'A', 'A', 'A', 'D', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'F', 'F', 'Z', 'Z', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'P', 'P', 'P', 'P', 'P', 'D', 'D', 'D', 'D', 'D', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Z', 'D', 'D', 'D', 'D']
['X', 'X', 'X', 'X', 'T', 'T', 'T', 'Y', 'Y', 'B', 'B', 'B', 'B', 'B', 'B', 'X', 'X', 'X', 'X', 'X', 'B', 'B', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'W', 'W', 'W', 'W', 'W', 'K', 'K', 'K', 'K', 'K', 'U', 'K', 'K', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'I', 'O', 'O', 'O', 'O', 'O', 'D', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'U', 'G', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'P', 'P', 'P', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'D', 'D', 'D', 'D', 'D', 'D']
['X', 'X', 'X', 'X', 'T', 'T', 'L', 'T', 'T', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'U', 'U', 'K', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'S', 'K', 'W', 'W', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'G', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'I', 'O', 'F', 'O', 'D', 'D', 'D', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'P', 'P', 'P', 'P', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'D', 'D', 'D', 'D', 'D', 'D', 'D']
['X', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'P', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'K', 'W', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'T', 'K', 'K', 'K', 'K', 'U', 'O', 'U', 'U', 'U', 'U', 'U', 'O', 'O', 'O', 'O', 'D', 'D', 'D', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'P', 'P', 'P', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'D', 'D', 'D', 'D', 'D']
['T', 'T', 'T', 'T', 'T', 'T', 'T', 'X', 'T', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'P', 'P', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'O', 'O', 'O', 'U', 'U', 'F', 'U', 'O', 'O', 'O', 'O', 'O', 'D', 'D', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'P', 'P', 'P', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'S', 'S', 'S', 'S', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'Y', 'Y', 'Y', 'Y', 'Y', 'D', 'D', 'D', 'D', 'D', 'D']
['T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'U', 'I', 'I', 'P', 'P', 'P', 'P', 'U', 'P', 'P', 'U', 'U', 'U', 'U', 'U', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'O', 'O', 'O', 'O', 'O', 'U', 'O', 'D', 'O', 'O', 'O', 'O', 'O', 'D', 'O', 'O', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'U', 'U', 'U', 'Z', 'U', 'U', 'Z', 'Z', 'P', 'P', 'P', 'P', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'S', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'B', 'B', 'B', 'B', 'B', 'B', 'Y', 'Y', 'Y', 'L', 'L', 'Y', 'L', 'R', 'D', 'D', 'D', 'D']
['T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'U', 'U', 'U', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'U', 'U', 'U', 'H', 'H', 'H', 'H', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'O', 'O', 'O', 'U', 'U', 'U', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'H', 'H', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'Z', 'Z', 'Z', 'Z', 'Z', 'Z', 'Z', 'P', 'P', 'P', 'P', 'P', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'B', 'B', 'B', 'B', 'B', 'Y', 'I', 'Y', 'Y', 'Y', 'L', 'L', 'L', 'R', 'D', 'D', 'R', 'R']
['T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'M', 'T', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'I', 'B', 'B', 'I', 'I', 'I', 'I', 'U', 'I', 'I', 'U', 'U', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'H', 'H', 'H', 'N', 'H', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'P', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'C', 'Z', 'Z', 'Z', 'Z', 'Z', 'Z', 'Z', 'Z', 'P', 'P', 'P', 'P', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'B', 'B', 'B', 'B', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R']
['T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'M', 'T', 'B', 'B', 'B', 'B', 'B', 'R', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'I', 'I', 'I', 'I', 'I', 'U', 'U', 'U', 'U', 'U', 'P', 'U', 'U', 'P', 'P', 'P', 'P', 'P', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'P', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'C', 'C', 'C', 'C', 'C', 'Z', 'Z', 'Z', 'Z', 'Z', 'Z', 'P', 'P', 'P', 'P', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'C', 'B', 'K', 'Y', 'F', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R']
['T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'M', 'T', 'B', 'R', 'B', 'B', 'R', 'R', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'P', 'P', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'P', 'O', 'O', 'P', 'X', 'K', 'K', 'K', 'X', 'X', 'X', 'C', 'C', 'C', 'C', 'C', 'Z', 'Z', 'Z', 'Z', 'Z', 'Z', 'Z', 'Z', 'P', 'D', 'D', 'D', 'O', 'O', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'K', 'K', 'C', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R']
['T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'B', 'B', 'B', 'B', 'B', 'B', 'I', 'I', 'I', 'I', 'I', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'S', 'S', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'P', 'P', 'P', 'P', 'X', 'K', 'K', 'K', 'K', 'K', 'K', 'C', 'K', 'C', 'C', 'C', 'Z', 'Z', 'Z', 'Z', 'Z', 'Z', 'Z', 'Z', 'P', 'D', 'W', 'D', 'O', 'O', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'K', 'C', 'C', 'C', 'C', 'C', 'R', 'R', 'R', 'R', 'R']
['T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'D', 'R', 'R', 'R', 'R', 'R', 'R', 'B', 'B', 'B', 'B', 'B', 'O', 'O', 'F', 'I', 'I', 'L', 'I', 'P', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'K', 'K', 'K', 'S', 'S', 'Z', 'Z', 'Z', 'S', 'S', 'O', 'S', 'S', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'P', 'P', 'P', 'P', 'P', 'K', 'P', 'P', 'K', 'K', 'K', 'C', 'K', 'K', 'C', 'C', 'C', 'O', 'Z', 'Z', 'Z', 'Z', 'Z', 'Z', 'P', 'P', 'D', 'D', 'O', 'O', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'B', 'B', 'B', 'B', 'A', 'A', 'B', 'B', 'B', 'B', 'B', 'K', 'K', 'C', 'C', 'C', 'R', 'R', 'R', 'R', 'R', 'R']
['T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'B', 'B', 'B', 'B', 'O', 'O', 'O', 'O', 'I', 'I', 'U', 'P', 'P', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'O', 'S', 'S', 'S', 'S', 'S', 'D', 'O', 'O', 'O', 'O', 'C', 'O', 'O', 'K', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'C', 'C', 'C', 'Z', 'Z', 'Z', 'Z', 'Z', 'Z', 'Z', 'P', 'P', 'D', 'O', 'W', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'K', 'B', 'B', 'Z', 'B', 'K', 'K', 'K', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'K', 'K', 'K', 'C', 'C', 'C', 'R', 'R', 'R', 'R', 'R']
['T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'B', 'B', 'O', 'B', 'B', 'O', 'O', 'O', 'O', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'V', 'S', 'S', 'S', 'S', 'S', 'S', 'G', 'S', 'S', 'S', 'S', 'O', 'O', 'S', 'S', 'S', 'S', 'D', 'D', 'D', 'D', 'O', 'O', 'O', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'K', 'K', 'K', 'K', 'K', 'K', 'C', 'C', 'C', 'K', 'K', 'Z', 'Z', 'Z', 'Z', 'Z', 'Z', 'Q', 'Q', 'O', 'O', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'K', 'B', 'B', 'B', 'B', 'B', 'K', 'K', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'K', 'K', 'K', 'C', 'C', 'X', 'C', 'Y', 'C', 'R', 'R']
['T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'B', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'O', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'V', 'S', 'S', 'D', 'S', 'S', 'S', 'G', 'S', 'S', 'S', 'S', 'O', 'S', 'S', 'S', 'S', 'S', 'D', 'D', 'D', 'O', 'O', 'O', 'B', 'B', 'B', 'B', 'P', 'P', 'P', 'P', 'P', 'P', 'K', 'K', 'K', 'K', 'K', 'K', 'C', 'C', 'C', 'K', 'K', 'K', 'K', 'Z', 'Q', 'R', 'Q', 'Q', 'Q', 'Q', 'Q', 'O', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'B', 'B', 'K', 'K', 'K', 'K', 'K', 'K', 'B', 'K', 'B', 'B', 'K', 'K', 'B', 'K', 'K', 'K', 'C', 'C', 'C', 'C', 'C', 'C', 'R', 'R']
['T', 'T', 'T', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'O', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'D', 'D', 'D', 'D', 'D', 'D', 'B', 'O', 'O', 'O', 'B', 'B', 'B', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'O', 'O', 'O', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'B', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'B', 'B', 'K', 'K', 'K', 'K', 'K', 'K', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'R']
