start: dial is at 50, ans = 0
line: R44, dial: 91, ans: 3598
line: R41, dial: 32, ans: 3599
line: L32, dial: 0, ans: 3599
line: L410, dial: 90, ans: 3604
line: R123, dial: 13, ans: 3606
line: R283, dial: 96, ans: 3608
line: L54, dial: 42, ans: 3608
line: L42, dial: 0, ans: 3608
line: R209, dial: 9, ans: 3610
line: L9, dial: 0, ans: 3610
line: L80, dial: 20, ans: 3611
line: R59, dial: 79, ans: 3611
line: R21, dial: 0, ans: 3612
line: R15, dial: 15, ans: 3612
line: L59, dial: 56, ans: 3613
line: R12, dial: 68, ans: 3613
line: L85, dial: 83, ans: 3614
line: L34, dial: 49, ans: 3614
line: L49, dial: 0, ans: 3614
line: R47, dial: 47, ans: 3614
line: L47, dial: 0, ans: 3614
line: R831, dial: 31, ans: 3622
line: L31, dial: 0, ans: 3622
line: R28, dial: 28, ans: 3622
line: L91, dial: 37, ans: 3623
line: L60, dial: 77, ans: 3624
line: R23, dial: 0, ans: 3625
line: R41, dial: 41, ans: 3625
line: R59, dial: 0, ans: 3626
line: L94, dial: 6, ans: 3627
line: R60, dial: 66, ans: 3627
line: R34, dial: 0, ans: 3628
line: L86, dial: 14, ans: 3629
line: R87, dial: 1, ans: 3630
line: L80, dial: 21, ans: 3631
line: L938, dial: 83, ans: 3641
line: L52, dial: 31, ans: 3641
line: R47, dial: 78, ans: 3641
line: L96, dial: 82, ans: 3642
line: R18, dial: 0, ans: 3643
line: L505, dial: 95, ans: 3649
line: L122, dial: 73, ans: 3650
line: R27, dial: 0, ans: 3651
line: R75, dial: 75, ans: 3651
line: R25, dial: 0, ans: 3652
line: L14, dial: 86, ans: 3653
line: L86, dial: 0, ans: 3653
line: L401, dial: 99, ans: 3658
line: R2, dial: 1, ans: 3659
line: L1, dial: 0, ans: 3659
line: L93, dial: 7, ans: 3660
line: R46, dial: 53, ans: 3660
line: R47, dial: 0, ans: 3661
line: R602, dial: 2, ans: 3667
line: R279, dial: 81, ans: 3669
line: L30, dial: 51, ans: 3669
line: R225, dial: 76, ans: 3671
line: R81, dial: 57, ans: 3672
line: L57, dial: 0, ans: 3672
line: R433, dial: 33, ans: 3676
line: R415, dial: 48, ans: 3680
line: L48, dial: 0, ans: 3680
line: R59, dial: 59, ans: 3680
line: R32, dial: 91, ans: 3680
line: R26, dial: 17, ans: 3681
line: L16, dial: 1, ans: 3681
line: R24, dial: 25, ans: 3681
line: R25, dial: 50, ans: 3681
line: L23, dial: 27, ans: 3681
line: R273, dial: 0, ans: 3684
line: R4, dial: 4, ans: 3684
line: L28, dial: 76, ans: 3685
line: R24, dial: 0, ans: 3686
line: L335, dial: 65, ans: 3690
line: L55, dial: 10, ans: 3690
line: L96, dial: 14, ans: 3691
line: R86, dial: 0, ans: 3692
line: R863, dial: 63, ans: 3700
line: R56, dial: 19, ans: 3701
line: L75, dial: 44, ans: 3702
line: L64, dial: 80, ans: 3703
line: R55, dial: 35, ans: 3704
line: L81, dial: 54, ans: 3705
line: L373, dial: 81, ans: 3709
line: L81, dial: 0, ans: 3709
line: R6, dial: 6, ans: 3709
line: R94, dial: 0, ans: 3710
line: R153, dial: 53, ans: 3711
line: L96, dial: 57, ans: 3712
line: L201, dial: 56, ans: 3714
line: L83, dial: 73, ans: 3715
line: L98, dial: 75, ans: 3716
line: L775, dial: 0, ans: 3723
line: L22, dial: 78, ans: 3724
line: L94, dial: 84, ans: 3725
line: R91, dial: 75, ans: 3726
line: R92, dial: 67, ans: 3727
line: R33, dial: 0, ans: 3728
line: L26, dial: 74, ans: 3729
line: R57, dial: 31, ans: 3730
line: R3, dial: 34, ans: 3730
line: L316, dial: 18, ans: 3733
line: R92, dial: 10, ans: 3734
line: R90, dial: 0, ans: 3735
line: R31, dial: 31, ans: 3735
line: L31, dial: 0, ans: 3735
line: R69, dial: 69, ans: 3735
line: R31, dial: 0, ans: 3736
line: L1, dial: 99, ans: 3737
line: L997, dial: 2, ans: 3746
line: L13, dial: 89, ans: 3747
line: L94, dial: 95, ans: 3748
line: L4, dial: 91, ans: 3748
line: R9, dial: 0, ans: 3749
line: R830, dial: 30, ans: 3757
line: R170, dial: 0, ans: 3759
line: L45, dial: 55, ans: 3760
line: R45, dial: 0, ans: 3761
line: L43, dial: 57, ans: 3762
line: R43, dial: 0, ans: 3763
line: L73, dial: 27, ans: 3764
line: R5, dial: 32, ans: 3764
line: L56, dial: 76, ans: 3765
line: L74, dial: 2, ans: 3765
line: L66, dial: 36, ans: 3766
line: L36, dial: 0, ans: 3766
line: R48, dial: 48, ans: 3766
line: L16, dial: 32, ans: 3766
line: L88, dial: 44, ans: 3767
line: R56, dial: 0, ans: 3768
line: L90, dial: 10, ans: 3769
line: R65, dial: 75, ans: 3769
line: L38, dial: 37, ans: 3769
line: R61, dial: 98, ans: 3769
line: R2, dial: 0, ans: 3770
line: L56, dial: 44, ans: 3771
line: L528, dial: 16, ans: 3776
line: L16, dial: 0, ans: 3776
line: R48, dial: 48, ans: 3776
line: L60, dial: 88, ans: 3777
line: L8, dial: 80, ans: 3777
line: R32, dial: 12, ans: 3778
line: L712, dial: 0, ans: 3785
line: L63, dial: 37, ans: 3786
line: L38, dial: 99, ans: 3787
line: R16, dial: 15, ans: 3788
line: L5, dial: 10, ans: 3788
line: L97, dial: 13, ans: 3789
line: L13, dial: 0, ans: 3789
line: R60, dial: 60, ans: 3789
line: L304, dial: 56, ans: 3792
line: L51, dial: 5, ans: 3792
line: R95, dial: 0, ans: 3793
line: L194, dial: 6, ans: 3795
line: L38, dial: 68, ans: 3796
line: R46, dial: 14, ans: 3797
line: L41, dial: 73, ans: 3798
line: L59, dial: 14, ans: 3798
line: L14, dial: 0, ans: 3798
line: L17, dial: 83, ans: 3799
line: R12, dial: 95, ans: 3799
line: L95, dial: 0, ans: 3799
line: R58, dial: 58, ans: 3799
line: L80, dial: 78, ans: 3800
line: L29, dial: 49, ans: 3800
line: L49, dial: 0, ans: 3800
line: L87, dial: 13, ans: 3801
line: R87, dial: 0, ans: 3802
line: R29, dial: 29, ans: 3802
line: R88, dial: 17, ans: 3803
line: R443, dial: 60, ans: 3807
line: R98, dial: 58, ans: 3808
line: L57, dial: 1, ans: 3808
line: L1, dial: 0, ans: 3808
line: L79, dial: 21, ans: 3809
line: L71, dial: 50, ans: 3810
line: L92, dial: 58, ans: 3811
line: L43, dial: 15, ans: 3811
line: R52, dial: 67, ans: 3811
line: R89, dial: 56, ans: 3812
line: R744, dial: 0, ans: 3820
line: L918, dial: 82, ans: 3830
line: R8, dial: 90, ans: 3830
line: R37, dial: 27, ans: 3831
line: R160, dial: 87, ans: 3832
line: R74, dial: 61, ans: 3833
line: R73, dial: 34, ans: 3834
line: L634, dial: 0, ans: 3840
line: L14, dial: 86, ans: 3841
line: R14, dial: 0, ans: 3842
line: L74, dial: 26, ans: 3843
line: R74, dial: 0, ans: 3844
line: R18, dial: 18, ans: 3844
line: R31, dial: 49, ans: 3844
line: R85, dial: 34, ans: 3845
line: L44, dial: 90, ans: 3846
line: L90, dial: 0, ans: 3846
line: L678, dial: 22, ans: 3853
line: L84, dial: 38, ans: 3854
line: L95, dial: 43, ans: 3855
line: L56, dial: 87, ans: 3856
line: R13, dial: 0, ans: 3857
line: L344, dial: 56, ans: 3861
line: L37, dial: 19, ans: 3861
line: R82, dial: 1, ans: 3862
line: R71, dial: 72, ans: 3862
line: R37, dial: 9, ans: 3863
line: R91, dial: 0, ans: 3864
line: L87, dial: 13, ans: 3865
line: R87, dial: 0, ans: 3866
line: R13, dial: 13, ans: 3866
line: L13, dial: 0, ans: 3866
line: L24, dial: 76, ans: 3867
line: R160, dial: 36, ans: 3869
line: L636, dial: 0, ans: 3875
line: L30, dial: 70, ans: 3876
line: L70, dial: 0, ans: 3876
line: L6, dial: 94, ans: 3877
line: R97, dial: 91, ans: 3878
line: L591, dial: 0, ans: 3883
line: R11, dial: 11, ans: 3883
line: L41, dial: 70, ans: 3884
line: L11, dial: 59, ans: 3884
line: L55, dial: 4, ans: 3884
line: R596, dial: 0, ans: 3890
line: R13, dial: 13, ans: 3890
line: L13, dial: 0, ans: 3890
line: R85, dial: 85, ans: 3890
line: L67, dial: 18, ans: 3890
line: R820, dial: 38, ans: 3898
line: L38, dial: 0, ans: 3898
line: L43, dial: 57, ans: 3899
line: R43, dial: 0, ans: 3900
line: L198, dial: 2, ans: 3902
line: R87, dial: 89, ans: 3902
line: R11, dial: 0, ans: 3903
line: L717, dial: 83, ans: 3911
line: R59, dial: 42, ans: 3912
line: R47, dial: 89, ans: 3912
line: L43, dial: 46, ans: 3912
line: L34, dial: 12, ans: 3912
line: R88, dial: 0, ans: 3913
line: R13, dial: 13, ans: 3913
line: L905, dial: 8, ans: 3922
line: R358, dial: 66, ans: 3925
line: L66, dial: 0, ans: 3925
line: R44, dial: 44, ans: 3925
line: R56, dial: 0, ans: 3926
line: R64, dial: 64, ans: 3926
line: L50, dial: 14, ans: 3926
line: R86, dial: 0, ans: 3927
line: L41, dial: 59, ans: 3928
line: R9, dial: 68, ans: 3928
line: R433, dial: 1, ans: 3933
line: R3, dial: 4, ans: 3933
line: R20, dial: 24, ans: 3933
line: L15, dial: 9, ans: 3933
line: R30, dial: 39, ans: 3933
line: R76, dial: 15, ans: 3934
line: L78, dial: 37, ans: 3935
line: L71, dial: 66, ans: 3936
line: L16, dial: 50, ans: 3936
line: R35, dial: 85, ans: 3936
line: R335, dial: 20, ans: 3940
line: L57, dial: 63, ans: 3941
line: R42, dial: 5, ans: 3942
line: R22, dial: 27, ans: 3942
line: R23, dial: 50, ans: 3942
line: L74, dial: 76, ans: 3943
line: R20, dial: 96, ans: 3943
line: R761, dial: 57, ans: 3951
line: R43, dial: 0, ans: 3952
line: R81, dial: 81, ans: 3952
line: L91, dial: 90, ans: 3953
line: L90, dial: 0, ans: 3953
line: L42, dial: 58, ans: 3954
line: L58, dial: 0, ans: 3954
line: R61, dial: 61, ans: 3954
line: R48, dial: 9, ans: 3955
line: L9, dial: 0, ans: 3955
line: L77, dial: 23, ans: 3956
line: L523, dial: 0, ans: 3961
line: R53, dial: 53, ans: 3961
line: L387, dial: 66, ans: 3965
line: R77, dial: 43, ans: 3966
line: L26, dial: 17, ans: 3966
line: R23, dial: 40, ans: 3966
line: R60, dial: 0, ans: 3967
line: L17, dial: 83, ans: 3968
line: R72, dial: 55, ans: 3969
line: L11, dial: 44, ans: 3969
line: L28, dial: 16, ans: 3969
line: L40, dial: 76, ans: 3970
line: R294, dial: 70, ans: 3973
line: L70, dial: 0, ans: 3973
line: L24, dial: 76, ans: 3974
line: R24, dial: 0, ans: 3975
line: R77, dial: 77, ans: 3975
line: R523, dial: 0, ans: 3981
line: L75, dial: 25, ans: 3982
line: R375, dial: 0, ans: 3986
line: L36, dial: 64, ans: 3987
line: R55, dial: 19, ans: 3988
line: L937, dial: 82, ans: 3998
line: R21, dial: 3, ans: 3999
line: R137, dial: 40, ans: 4000
line: R53, dial: 93, ans: 4000
line: L86, dial: 7, ans: 4000
line: R93, dial: 0, ans: 4001
line: L219, dial: 81, ans: 4004
line: R19, dial: 0, ans: 4005
line: R37, dial: 37, ans: 4005
line: R6, dial: 43, ans: 4005
line: R257, dial: 0, ans: 4008
line: L748, dial: 52, ans: 4016
line: R45, dial: 97, ans: 4016
line: R55, dial: 52, ans: 4017
line: L64, dial: 88, ans: 4018
line: L88, dial: 0, ans: 4018
line: R63, dial: 63, ans: 4018
line: L18, dial: 45, ans: 4018
line: R55, dial: 0, ans: 4019
line: L27, dial: 73, ans: 4020
line: L1, dial: 72, ans: 4020
line: L72, dial: 0, ans: 4020
line: L50, dial: 50, ans: 4021
line: R25, dial: 75, ans: 4021
line: L63, dial: 12, ans: 4021
line: L12, dial: 0, ans: 4021
line: L81, dial: 19, ans: 4022
line: L19, dial: 0, ans: 4022
line: L91, dial: 9, ans: 4023
line: L746, dial: 63, ans: 4031
line: R81, dial: 44, ans: 4032
line: L49, dial: 95, ans: 4033
line: R84, dial: 79, ans: 4034
line: L52, dial: 27, ans: 4034
line: R63, dial: 90, ans: 4034
line: L48, dial: 42, ans: 4034
line: R18, dial: 60, ans: 4034
line: R2, dial: 62, ans: 4034
line: R338, dial: 0, ans: 4038
line: R428, dial: 28, ans: 4042
line: R74, dial: 2, ans: 4043
line: L502, dial: 0, ans: 4048
line: R54, dial: 54, ans: 4048
line: R46, dial: 0, ans: 4049
line: R43, dial: 43, ans: 4049
line: R57, dial: 0, ans: 4050
line: L6, dial: 94, ans: 4051
line: L49, dial: 45, ans: 4051
line: R633, dial: 78, ans: 4057
line: R56, dial: 34, ans: 4058
line: L21, dial: 13, ans: 4058
line: L66, dial: 47, ans: 4059
line: R81, dial: 28, ans: 4060
line: R92, dial: 20, ans: 4061
line: R77, dial: 97, ans: 4061
line: R3, dial: 0, ans: 4062
line: L20, dial: 80, ans: 4063
line: R94, dial: 74, ans: 4064
line: L74, dial: 0, ans: 4064
line: L38, dial: 62, ans: 4065
line: R38, dial: 0, ans: 4066
line: L93, dial: 7, ans: 4067
line: L534, dial: 73, ans: 4073
line: L84, dial: 89, ans: 4074
line: R996, dial: 85, ans: 4084
line: R15, dial: 0, ans: 4085
line: R873, dial: 73, ans: 4093
line: L94, dial: 79, ans: 4094
line: R45, dial: 24, ans: 4095
line: L524, dial: 0, ans: 4100
line: L82, dial: 18, ans: 4101
line: L218, dial: 0, ans: 4103
line: L761, dial: 39, ans: 4111
line: L89, dial: 50, ans: 4112
line: L92, dial: 58, ans: 4113
line: L24, dial: 34, ans: 4113
line: R59, dial: 93, ans: 4113
line: R86, dial: 79, ans: 4114
line: L9, dial: 70, ans: 4114
line: L70, dial: 0, ans: 4114
line: L72, dial: 28, ans: 4115
line: L110, dial: 18, ans: 4116
line: L64, dial: 54, ans: 4117
line: R546, dial: 0, ans: 4123
line: R2, dial: 2, ans: 4123
line: L2, dial: 0, ans: 4123
line: L52, dial: 48, ans: 4124
line: R455, dial: 3, ans: 4129
line: L3, dial: 0, ans: 4129
line: L911, dial: 89, ans: 4139
line: R3, dial: 92, ans: 4139
line: L53, dial: 39, ans: 4139
line: R102, dial: 41, ans: 4140
line: R24, dial: 65, ans: 4140
line: R11, dial: 76, ans: 4140
line: L78, dial: 98, ans: 4141
line: R81, dial: 79, ans: 4142
line: R21, dial: 0, ans: 4143
line: R122, dial: 22, ans: 4144
line: R74, dial: 96, ans: 4144
line: R18, dial: 14, ans: 4145
line: L714, dial: 0, ans: 4152
line: R14, dial: 14, ans: 4152
line: R65, dial: 79, ans: 4152
line: R21, dial: 0, ans: 4153
line: R905, dial: 5, ans: 4162
line: R93, dial: 98, ans: 4162
line: L80, dial: 18, ans: 4162
line: L4, dial: 14, ans: 4162
line: R86, dial: 0, ans: 4163
line: R84, dial: 84, ans: 4163
line: R16, dial: 0, ans: 4164
line: L57, dial: 43, ans: 4165
line: L83, dial: 60, ans: 4166
line: R37, dial: 97, ans: 4166
line: R6, dial: 3, ans: 4167
line: L39, dial: 64, ans: 4168
line: L73, dial: 91, ans: 4169
line: L93, dial: 98, ans: 4170
line: R702, dial: 0, ans: 4178
line: L25, dial: 75, ans: 4179
line: R31, dial: 6, ans: 4180
line: L606, dial: 0, ans: 4186
line: L40, dial: 60, ans: 4187
line: R40, dial: 0, ans: 4188
line: L89, dial: 11, ans: 4189
line: L90, dial: 21, ans: 4190
line: L996, dial: 25, ans: 4200
line: R76, dial: 1, ans: 4201
line: R99, dial: 0, ans: 4202
line: L94, dial: 6, ans: 4203
line: R94, dial: 0, ans: 4204
line: L39, dial: 61, ans: 4205
line: L14, dial: 47, ans: 4205
line: L78, dial: 69, ans: 4206
line: L69, dial: 0, ans: 4206
line: L68, dial: 32, ans: 4207
line: L932, dial: 0, ans: 4216
line: R31, dial: 31, ans: 4216
line: R85, dial: 16, ans: 4217
line: L911, dial: 5, ans: 4226
line: R58, dial: 63, ans: 4226
line: R48, dial: 11, ans: 4227
line: L13, dial: 98, ans: 4228
line: R37, dial: 35, ans: 4229
line: R65, dial: 0, ans: 4230
line: L61, dial: 39, ans: 4231
line: R61, dial: 0, ans: 4232
line: R738, dial: 38, ans: 4239
line: R80, dial: 18, ans: 4240
line: L53, dial: 65, ans: 4241
line: R135, dial: 0, ans: 4243
line: L65, dial: 35, ans: 4244
line: L88, dial: 47, ans: 4245
line: L47, dial: 0, ans: 4245
line: L59, dial: 41, ans: 4246
line: R19, dial: 60, ans: 4246
line: L80, dial: 80, ans: 4247
line: R20, dial: 0, ans: 4248
line: L57, dial: 43, ans: 4249
line: L43, dial: 0, ans: 4249
line: L56, dial: 44, ans: 4250
line: R48, dial: 92, ans: 4250
line: L96, dial: 96, ans: 4251
line: L96, dial: 0, ans: 4251
line: R369, dial: 69, ans: 4254
line: L69, dial: 0, ans: 4254
line: L6, dial: 94, ans: 4255
line: R36, dial: 30, ans: 4256
line: L54, dial: 76, ans: 4257
line: L476, dial: 0, ans: 4261
line: R34, dial: 34, ans: 4261
line: R66, dial: 0, ans: 4262
line: L98, dial: 2, ans: 4263
line: L93, dial: 9, ans: 4264
line: R18, dial: 27, ans: 4264
line: R73, dial: 0, ans: 4265
line: L868, dial: 32, ans: 4274
line: R68, dial: 0, ans: 4275
line: L1, dial: 99, ans: 4276
line: L37, dial: 62, ans: 4276
line: L24, dial: 38, ans: 4276
line: L51, dial: 87, ans: 4277
line: R13, dial: 0, ans: 4278
line: R963, dial: 63, ans: 4287
line: R64, dial: 27, ans: 4288
line: R838, dial: 65, ans: 4296
line: L79, dial: 86, ans: 4297
line: L586, dial: 0, ans: 4302
line: R73, dial: 73, ans: 4302
line: R327, dial: 0, ans: 4306
line: R46, dial: 46, ans: 4306
line: L46, dial: 0, ans: 4306
line: L19, dial: 81, ans: 4307
line: L81, dial: 0, ans: 4307
line: R19, dial: 19, ans: 4307
line: L78, dial: 41, ans: 4308
line: R459, dial: 0, ans: 4313
line: R225, dial: 25, ans: 4315
line: L99, dial: 26, ans: 4316
line: L28, dial: 98, ans: 4317
line: R2, dial: 0, ans: 4318
line: R19, dial: 19, ans: 4318
line: R1, dial: 20, ans: 4318
line: R683, dial: 3, ans: 4325
line: R67, dial: 70, ans: 4325
line: R59, dial: 29, ans: 4326
line: R25, dial: 54, ans: 4326
line: L92, dial: 62, ans: 4327
line: L62, dial: 0, ans: 4327
line: R90, dial: 90, ans: 4327
line: R52, dial: 42, ans: 4328
line: R58, dial: 0, ans: 4329
line: L80, dial: 20, ans: 4330
line: L20, dial: 0, ans: 4330
line: L10, dial: 90, ans: 4331
line: L19, dial: 71, ans: 4331
line: L73, dial: 98, ans: 4332
line: L98, dial: 0, ans: 4332
line: L10, dial: 90, ans: 4333
line: L90, dial: 0, ans: 4333
line: R927, dial: 27, ans: 4342
line: L96, dial: 31, ans: 4343
line: L31, dial: 0, ans: 4343
line: L56, dial: 44, ans: 4344
line: L20, dial: 24, ans: 4344
line: R17, dial: 41, ans: 4344
line: R59, dial: 0, ans: 4345
line: L813, dial: 87, ans: 4354
line: L87, dial: 0, ans: 4354
line: R254, dial: 54, ans: 4356
line: L81, dial: 73, ans: 4357
line: L673, dial: 0, ans: 4363
line: R43, dial: 43, ans: 4363
line: R857, dial: 0, ans: 4372
line: R8, dial: 8, ans: 4372
line: L15, dial: 93, ans: 4373
line: R5, dial: 98, ans: 4373
line: R173, dial: 71, ans: 4375
line: L46, dial: 25, ans: 4375
line: R75, dial: 0, ans: 4376
line: R47, dial: 47, ans: 4376
line: R53, dial: 0, ans: 4377
line: R61, dial: 61, ans: 4377
line: L40, dial: 21, ans: 4377
line: R79, dial: 0, ans: 4378
line: R17, dial: 17, ans: 4378
line: L7, dial: 10, ans: 4378
line: R90, dial: 0, ans: 4379
line: L15, dial: 85, ans: 4380
line: L48, dial: 37, ans: 4380
line: R29, dial: 66, ans: 4380
line: R434, dial: 0, ans: 4385
line: L64, dial: 36, ans: 4386
line: R64, dial: 0, ans: 4387
line: R92, dial: 92, ans: 4387
line: R40, dial: 32, ans: 4388
line: L99, dial: 33, ans: 4389
line: L14, dial: 19, ans: 4389
line: R29, dial: 48, ans: 4389
line: L47, dial: 1, ans: 4389
line: L70, dial: 31, ans: 4390
line: R69, dial: 0, ans: 4391
line: L89, dial: 11, ans: 4392
line: L95, dial: 16, ans: 4393
line: R884, dial: 0, ans: 4402
line: R219, dial: 19, ans: 4404
line: L19, dial: 0, ans: 4404
line: L97, dial: 3, ans: 4405
line: R23, dial: 26, ans: 4405
line: L64, dial: 62, ans: 4406
line: L516, dial: 46, ans: 4411
line: L26, dial: 20, ans: 4411
line: R98, dial: 18, ans: 4412
line: R82, dial: 0, ans: 4413
line: L23, dial: 77, ans: 4414
line: L19, dial: 58, ans: 4414
line: L52, dial: 6, ans: 4414
line: L56, dial: 50, ans: 4415
line: L33, dial: 17, ans: 4415
line: L17, dial: 0, ans: 4415
line: R99, dial: 99, ans: 4415
line: R40, dial: 39, ans: 4416
line: R88, dial: 27, ans: 4417
line: L99, dial: 28, ans: 4418
line: L28, dial: 0, ans: 4418
line: R1, dial: 1, ans: 4418
line: R99, dial: 0, ans: 4419
line: L55, dial: 45, ans: 4420
line: L45, dial: 0, ans: 4420
line: R28, dial: 28, ans: 4420
line: R54, dial: 82, ans: 4420
line: R13, dial: 95, ans: 4420
line: R5, dial: 0, ans: 4421
line: L72, dial: 28, ans: 4422
line: L37, dial: 91, ans: 4423
line: L91, dial: 0, ans: 4423
line: R61, dial: 61, ans: 4423
line: R60, dial: 21, ans: 4424
line: L521, dial: 0, ans: 4429
line: L530, dial: 70, ans: 4435
line: R30, dial: 0, ans: 4436
line: R87, dial: 87, ans: 4436
line: R68, dial: 55, ans: 4437
line: R86, dial: 41, ans: 4438
line: L51, dial: 90, ans: 4439
line: L87, dial: 3, ans: 4439
line: L3, dial: 0, ans: 4439
line: R705, dial: 5, ans: 4446
line: L27, dial: 78, ans: 4447
line: L24, dial: 54, ans: 4447
line: L54, dial: 0, ans: 4447
line: L53, dial: 47, ans: 4448
line: R53, dial: 0, ans: 4449
line: R561, dial: 61, ans: 4454
line: R91, dial: 52, ans: 4455
line: R18, dial: 70, ans: 4455
line: R45, dial: 15, ans: 4456
line: R485, dial: 0, ans: 4461
line: L82, dial: 18, ans: 4462
line: R33, dial: 51, ans: 4462
line: L51, dial: 0, ans: 4462
line: L74, dial: 26, ans: 4463
line: L70, dial: 56, ans: 4464
line: L81, dial: 75, ans: 4465
line: R38, dial: 13, ans: 4466
line: L13, dial: 0, ans: 4466
line: L70, dial: 30, ans: 4467
line: L270, dial: 60, ans: 4470
line: R93, dial: 53, ans: 4471
line: R47, dial: 0, ans: 4472
line: L79, dial: 21, ans: 4473
line: L819, dial: 2, ans: 4481
line: L2, dial: 0, ans: 4481
line: L6, dial: 94, ans: 4482
line: L742, dial: 52, ans: 4489
line: R48, dial: 0, ans: 4490
line: L3, dial: 97, ans: 4491
line: L597, dial: 0, ans: 4496
line: L15, dial: 85, ans: 4497
line: R398, dial: 83, ans: 4501
line: L83, dial: 0, ans: 4501
line: L77, dial: 23, ans: 4502
line: R77, dial: 0, ans: 4503
line: L18, dial: 82, ans: 4504
line: L3, dial: 79, ans: 4504
line: R37, dial: 16, ans: 4505
line: R46, dial: 62, ans: 4505
line: L18, dial: 44, ans: 4505
line: L51, dial: 93, ans: 4506
line: R321, dial: 14, ans: 4510
line: L110, dial: 4, ans: 4511
line: R67, dial: 71, ans: 4511
line: R16, dial: 87, ans: 4511
line: R18, dial: 5, ans: 4512
line: R96, dial: 1, ans: 4513
line: R471, dial: 72, ans: 4517
line: R810, dial: 82, ans: 4525
line: L10, dial: 72, ans: 4525
line: R86, dial: 58, ans: 4526
line: L747, dial: 11, ans: 4533
line: L11, dial: 0, ans: 4533
line: L92, dial: 8, ans: 4534
line: L42, dial: 66, ans: 4535
line: R78, dial: 44, ans: 4536
line: R756, dial: 0, ans: 4544
line: R80, dial: 80, ans: 4544
line: L80, dial: 0, ans: 4544
line: L88, dial: 12, ans: 4545
line: R97, dial: 9, ans: 4546
line: R76, dial: 85, ans: 4546
line: R255, dial: 40, ans: 4549
line: R991, dial: 31, ans: 4559
line: L31, dial: 0, ans: 4559
line: L58, dial: 42, ans: 4560
line: L742, dial: 0, ans: 4567
line: R76, dial: 76, ans: 4567
line: R47, dial: 23, ans: 4568
line: L341, dial: 82, ans: 4572
line: L82, dial: 0, ans: 4572
line: L30, dial: 70, ans: 4573
line: L24, dial: 46, ans: 4573
line: R35, dial: 81, ans: 4573
line: L19, dial: 62, ans: 4573
line: R52, dial: 14, ans: 4574
line: R86, dial: 0, ans: 4575
line: L76, dial: 24, ans: 4576
line: R89, dial: 13, ans: 4577
line: L65, dial: 48, ans: 4578
line: R2, dial: 50, ans: 4578
line: R50, dial: 0, ans: 4579
line: L31, dial: 69, ans: 4580
line: L67, dial: 2, ans: 4580
line: R98, dial: 0, ans: 4581
line: R7, dial: 7, ans: 4581
line: R75, dial: 82, ans: 4581
line: L3, dial: 79, ans: 4581
line: L993, dial: 86, ans: 4591
line: R14, dial: 0, ans: 4592
line: R50, dial: 50, ans: 4592
line: L50, dial: 0, ans: 4592
line: R24, dial: 24, ans: 4592
line: L635, dial: 89, ans: 4599
line: R62, dial: 51, ans: 4600
line: R71, dial: 22, ans: 4601
line: R48, dial: 70, ans: 4601
line: L390, dial: 80, ans: 4605
line: L80, dial: 0, ans: 4605
line: R53, dial: 53, ans: 4605
line: L53, dial: 0, ans: 4605
line: R62, dial: 62, ans: 4605
line: L62, dial: 0, ans: 4605
line: R61, dial: 61, ans: 4605
line: L69, dial: 92, ans: 4606
line: L41, dial: 51, ans: 4606
line: R31, dial: 82, ans: 4606
line: L87, dial: 95, ans: 4607
line: L48, dial: 47, ans: 4607
line: L65, dial: 82, ans: 4608
line: L8, dial: 74, ans: 4608
line: L74, dial: 0, ans: 4608
line: R773, dial: 73, ans: 4615
line: L52, dial: 21, ans: 4615
line: R984, dial: 5, ans: 4625
line: R86, dial: 91, ans: 4625
line: R88, dial: 79, ans: 4626
line: L85, dial: 94, ans: 4627
line: L78, dial: 16, ans: 4627
line: R57, dial: 73, ans: 4627
line: L95, dial: 78, ans: 4628
line: R22, dial: 0, ans: 4629
line: R39, dial: 39, ans: 4629
line: L70, dial: 69, ans: 4630
line: R47, dial: 16, ans: 4631
line: L65, dial: 51, ans: 4632
line: L69, dial: 82, ans: 4633
line: L55, dial: 27, ans: 4633
line: L48, dial: 79, ans: 4634
line: R8, dial: 87, ans: 4634
line: L30, dial: 57, ans: 4634
line: R88, dial: 45, ans: 4635
line: L40, dial: 5, ans: 4635
line: R62, dial: 67, ans: 4635
line: L58, dial: 9, ans: 4635
line: L9, dial: 0, ans: 4635
line: L87, dial: 13, ans: 4636
line: R87, dial: 0, ans: 4637
line: R60, dial: 60, ans: 4637
line: L38, dial: 22, ans: 4637
line: L99, dial: 23, ans: 4638
line: R77, dial: 0, ans: 4639
line: L252, dial: 48, ans: 4642
line: R61, dial: 9, ans: 4643
line: L9, dial: 0, ans: 4643
line: L95, dial: 5, ans: 4644
line: R95, dial: 0, ans: 4645
line: L392, dial: 8, ans: 4649
line: R92, dial: 0, ans: 4650
line: R79, dial: 79, ans: 4650
line: R33, dial: 12, ans: 4651
line: L78, dial: 34, ans: 4652
line: L34, dial: 0, ans: 4652
line: R183, dial: 83, ans: 4653
line: R78, dial: 61, ans: 4654
line: R39, dial: 0, ans: 4655
line: R18, dial: 18, ans: 4655
line: R53, dial: 71, ans: 4655
line: L71, dial: 0, ans: 4655
line: L244, dial: 56, ans: 4658
line: L26, dial: 30, ans: 4658
line: L6, dial: 24, ans: 4658
line: R766, dial: 90, ans: 4665
line: R10, dial: 0, ans: 4666
